"Time [ms]","force_virtual.Force_x [newton]","force_virtual.Force_y [newton]"
0,1.61272876629144,0.551665346292065
1,1.65275726148986,0.472128209660038
2,1.68545970144758,0.403331035579811
3,1.71045371214444,0.33845341412535
4,1.72920163784792,0.271493332757742
5,1.74348251593106,0.206136000234142
6,1.75233917381713,0.122516520793853
7,1.75945344819096,0.0604746298300559
8,1.76183770621116,-0.00487635690630195
9,1.76253414634704,-0.0513657524981212
10,1.75632009481643,-0.124722236770904
11,1.74959350267214,-0.177545999743974
12,1.73760142125373,-0.242544434119644
13,1.72061905289217,-0.308556332660734
14,1.70015361427532,-0.375631125033818
15,1.67248957437846,-0.445220537181911
16,1.63872187608977,-0.51608574438594
17,1.59610355050363,-0.589048031620931
18,1.54361400368372,-0.664252089988503
19,1.47544815147472,-0.774398621940199
20,1.3880986527441,-0.816234066931802
21,1.29085247918555,-0.878064432538637
22,1.17214318115281,-0.960413286587724
23,1.04922102742262,-0.955488969500375
24,0.912287751378523,-0.95632831411982
25,0.768115748559056,-0.944938962829425
26,0.62352884116085,-0.907955111484279
27,0.481859561572992,-0.842725818299838
28,0.352329143511364,-0.753489277485542
29,0.238855241170526,-0.642587682168362
30,0.143129246258561,-0.512026841197867
31,0.0711281521105604,-0.368799785466746
32,0.0239210072554471,-0.213805929033929
33,0.00133801656582463,-0.0561224117329569
34,0.00590545131115494,0.10814574126862
35,0.0356881816923895,0.262768356826023
36,0.0915687308447006,0.417733881305848
37,0.168937685559483,0.558703552870745
38,0.270919756168063,0.682311479218884
39,0.389420120305519,0.786740637511143
40,0.52284722160413,0.867500723254098
41,0.670948691487418,0.89180930299709
42,0.811831813980634,0.949099512252502
43,0.95174360967664,0.948366137187958
44,1.08477103842766,0.89974774407626
45,1.2096001565586,0.893670367469692
46,1.31780241132488,0.839965646364044
47,1.41137643464576,0.773299032142417
48,1.48895370544022,0.701131498268928
49,1.55140182475248,0.624417365533923
50,1.59992372231876,0.551380159457133
51,1.64014923501663,0.477214266930709
52,1.67181513332248,0.405834850156841
53,1.69565188828167,0.322039224575837
54,1.71477907461876,0.266798057910397
55,1.72977095252441,0.190198621083081
56,1.73530370008136,0.10324143422283
57,1.74475152986238,0.075641547366964
58,1.74976245971478,0.0121763731256957
59,1.74697820633522,-0.0521818057952647
60,1.74404896080444,-0.115327460329114
61,1.73494284481814,-0.179736662270907
62,1.72264337218912,-0.247655306820551
63,1.70745120168424,-0.30970486240427
64,1.68635624266285,-0.377044216564178
65,1.65706877691056,-0.475251341461219
66,1.62775253018552,-0.524178227108091
67,1.58531889569043,-0.618270503977777
68,1.53253189146592,-0.666658826182491
69,1.46331799504559,-0.741572912740905
70,1.38470719707538,-0.809551365634483
71,1.28621805749712,-0.870917026483994
72.0000000000001,1.16832899227038,-0.915084638289784
73.0000000000001,1.04183670761915,-0.946375860773925
74.0000000000001,0.904561418597017,-0.96310487787567
75.0000000000001,0.762203676046952,-0.947960404836704
76.0000000000001,0.614963059442368,-0.934387735088344
77.0000000000001,0.47572357495394,-0.879027641309412
78.0000000000001,0.348336494207033,-0.763186445605473
79.0000000000001,0.234253209454378,-0.643415382011564
80.0000000000001,0.140694781052953,-0.513499275777636
81.0000000000001,0.0692383713864791,-0.371888331530198
82.0000000000001,0.0224843219458465,-0.213434062669766
83.0000000000001,0.00137255673306274,-0.0535121727938621
84.0000000000001,0.0062301188249754,0.108237697343889
85.0000000000001,0.0365917023709627,0.267316977706614
86.0000000000001,0.0910000613550541,0.39063279416637
87.0000000000001,0.172242344406193,0.558498584136383
88.0000000000001,0.270438334182524,0.667077039887074
89.0000000000001,0.395781518431289,0.785685695294028
90.0000000000001,0.528713325188477,0.867459479416619
91.0000000000001,0.678735280261155,0.905316491837672
92.0000000000001,0.818064013288872,0.94863199945982
93.0000000000001,0.959628749637927,0.952131680178139
94.0000000000001,1.09547789465346,0.915221200906893
95.0000000000001,1.21808698262007,0.893615935783349
96.0000000000001,1.32754226709119,0.83939018330281
97.0000000000001,1.42122317417357,0.773557411860662
98.0000000000001,1.49919203427178,0.700807055671575
99.0000000000001,1.56295987022116,0.616275006001926
100,1.61205784485119,0.548756544795433
