"Time [ns]","SolidLoss [mW]"
0,1.16182166203179E-12
75000000,187.488004594302
150000000,211.460181413713
225000000,205.318617441794
300000000,32.2345987574482
375000000,0.0956186678612613
450000000,0.00114370653220531
525000000,1.71924871456874E-05
600000000,2.7232191775157E-07
675000000,4.38428646715264E-09
750000000,7.09842393287041E-11
825000000,1.15160947421658E-12
900000000,1.86970004696351E-14
975000000,3.03640386478818E-16
1000000000,2.8180344825871E-17
