"Time [ns]","SolidLoss [mW]"
0,4.04974363906354E-12
75000000,361.130823785298
150000000,446.070999454046
225000000,452.426577601538
300000000,431.692477264709
375000000,126.190342192455
450000000,1.28227955242106
525000000,0.0459931322973624
600000000,0.00194828539814598
675000000,8.54927021323331E-05
750000000,3.7914833274727E-06
825000000,1.68748466544681E-07
900000000,7.51996458300735E-09
975000000,3.35264865964699E-10
1000000000,6.65071193922954E-11
