"Time [ns]","SolidLoss [mW]"
0,4.65891381981832E-13
100000000,81.0491519152507
200000000,93.9872015899244
300000000,87.7940516583746
400000000,4.6481643437572
500000000,0.000855945910142514
600000000,4.82088358911243E-07
700000000,3.3539633553471E-10
800000000,2.47321924720528E-13
900000000,1.85766299253989E-16
1000000000,1.40390292244205E-19
