"Time [ms]","force_virtual.Force_x [newton]","force_virtual.Force_y [newton]"
0,-1.59862491560928,0.551491729950346
1,-1.53751096819821,0.530669602207637
2,-1.47032902023584,0.507754116694759
3,-1.39734433552145,0.482828565073944
4,-1.31884508324919,0.455983916309868
5,-1.23514119856533,0.427318574366706
6,-1.14656315727668,0.396938108746286
7,-1.05346066948655,0.364954957082697
8,-0.956201297350175,0.331488099053408
9,-0.855169002435864,0.296662701040821
10,-0.750762628465427,0.26060973117374
11,-0.643394325432738,0.223465544516777
12,-0.533487921376421,0.18537143845241
13,-0.42147724822914,0.146473178527996
14,-0.307804428398702,0.106920495331652
15,-0.192918128847461,0.0668665532348368
16,-0.0772717895855971,0.026467392157266
17,0.0386781664218784,-0.0141186561539367
18,0.154474134858285,-0.054731575567601
19,0.269659136054249,-0.0952102945696349
20,0.383778618254666,-0.135393334416749
21,0.496382251042011,-0.175119473665987
22,0.607025701841239,-0.214228426035374
23,0.715272388510367,-0.25256152825651
24,0.820695201118162,-0.28996243435336
25,0.922878186127799,-0.32627781250422
26,1.02141818636277,-0.361358040505085
27,1.11592643031346,-0.395057895638037
28,1.20603006453167,-0.427237234685238
29,1.2913736231097,-0.457761659691086
30,1.37162042845455,-0.486503165089457
31,1.44645391788336,-0.513340761779645
32,1.51557889082585,-0.538161073841688
33,1.57872267174647,-0.560858903623785
34,1.6356361842376,-0.581337761144193
35,1.68609493206371,-0.599510353897135
36,1.7298998833265,-0.615299033423888
37,1.76687825428527,-0.628636195264285
38,1.7968841897691,-0.639464629248828
39,1.81979933751156,-0.647737817422287
40,1.83553331417239,-0.653420177291072
41,1.83977868865401,-0.654953658958054
42,1.84250838934438,-0.655939717883817
43,1.84083949975305,-0.6553368539736
44,1.82584555455557,-0.649921245445846
45,1.80531548041225,-0.642508259049062
46,1.77766136323347,-0.632526940560422
47,1.74299227868519,-0.620020187049492
48,1.70144497281087,-0.605041675060799
49,1.65318332357451,-0.587655580676805
50,1.59839769553385,-0.567936246406071
51,1.53730419016413,-0.545967797454033
52,1.47014379477898,-0.521843710337496
53,1.39718143336916,-0.495666337095001
54,1.31870492307695,-0.467546388666897
55,1.23502384039561,-0.437602381251032
56,1.14646830152933,-0.405960049672371
57,1.05338766170581,-0.372751731943868
58,0.956149138523807,-0.338115729340945
59,0.855136364752179,-0.302195646356549
60,0.750747876250824,-0.265139714955522
61,0.643395540951938,-0.227100107505522
62,0.533502935071594,-0.188232242707875
63,0.42150367293648,-0.148694088750477
64,0.307839696996224,-0.10864546773016
65,0.192959534740161,-0.068247365255075
66,0.0773165293884219,-0.027661248861446
67,-0.0386329486702742,0.0129516013086872
68,-0.154431302657489,0.0534307464432431
69,-0.269621515283036,0.0936172247238225
70,-0.383748952603914,0.133354166225913
71,-0.496363158744412,0.172487384737541
72.0000000000001,-0.607019634382231,0.210865944692698
73.0000000000001,-0.715281591965835,0.24834270154912
74.0000000000001,-0.82072168073319,0.284774814407266
75.0000000000001,-0.922923674689808,0.32002422989555
76.0000000000001,-1.02148411687881,0.35395813667658
77.0000000000001,-1.11601391340708,0.386449390202345
78.0000000000001,-1.20613987093135,0.417376907626485
79.0000000000001,-1.29150617149115,0.446626032966915
80.0000000000001,-1.37177577883714,0.474088872893938
81.0000000000001,-1.44663177068778,0.499664603628157
82.0000000000001,-1.51577859159471,0.523259749626265
83.0000000000001,-1.5789432214682,0.54478843483896
84.0000000000001,-1.6358762551002,0.564172607393248
85.0000000000001,-1.68635288839355,0.581342238619106
86.0000000000001,-1.73017380738731,0.596235497358406
87.0000000000001,-1.76716597651843,0.608798900473851
88.0000000000001,-1.7971833230119,0.618987440430227
89.0000000000001,-1.82010731464254,0.626764690784987
90.0000000000001,-1.8358474285971,0.63210289027928
91.0000000000001,-1.84009446811011,0.63354300215224
92.0000000000001,-1.84282524141798,0.634468911981807
93.0000000000001,-1.84115569585845,0.63390283273752
94.0000000000001,-1.82615588385947,0.628816216253194
95.0000000000001,-1.80561785459819,0.621849328200408
96.0000000000001,-1.77795316406916,0.612460930443211
97.0000000000001,-1.74327105468368,0.600684569339414
98.0000000000001,-1.70170847789751,0.586562402709247
99.0000000000001,-1.65342955250629,0.570145101557233
100,-1.59862491552068,0.551491729944553
