"Time [ns]","SolidLoss [mW]"
0,1.69015933266758E-13
100000000,38.5511590226981
200000000,42.8163202100271
300000000,11.9185885985938
400000000,0.00146578091308994
500000000,7.82336321267841E-07
600000000,5.51292457391666E-10
700000000,4.096693182217E-13
800000000,3.08846151964817E-16
900000000,2.33892548873055E-19
1000000000,1.77448444020883E-22
