"Time [ns]","SolidLoss [mW]"
0,1.69015933266758E-13
100000000,16.4982975293211
200000000,19.6834498374386
300000000,19.8982126219767
400000000,19.68546571219
500000000,16.5402187852274
600000000,0.00203712227035983
700000000,1.07023883300257E-06
800000000,7.57075317782101E-10
900000000,5.64038242796647E-13
1000000000,4.25662450956701E-16
