"Time [ns]","SolidLoss [mW]"
0,1.04735503261655E-12
75000000,103.641147601254
150000000,125.531030822428
225000000,127.05541056966
300000000,121.00741425706
375000000,33.9798398709399
450000000,0.0312029537721825
525000000,0.00010478578404639
600000000,4.16584263775419E-07
675000000,1.71947074550578E-09
750000000,7.17428214772191E-12
825000000,3.00336870365305E-14
900000000,1.25862865046174E-16
975000000,5.27628502734333E-19
1000000000,1.54708246457447E-20
