"Time [ms]","InputCurrent(winding_a) [A]","InputCurrent(winding_b) [A]","InputCurrent(winding_c) [A]"
64,2.21849108340864,-0.784287106474086,-1.43420397693454
65,2.23767426457862,-0.915157446920563,-1.32251681765809
66,2.24802636772243,-1.0424160790197,-1.20561028870275
67,2.2495065378184,-1.16556077108955,-1.08394576672885
68,2.24210893331137,-1.28410552728997,-0.958003406021414
69,2.22586274916674,-1.3975825056262,-0.828280243540525
70,2.20083210165107,-1.50554386430744,-0.695288237343613
71,2.16711577529472,-1.60756352917381,-0.559552246120911
72.0000000000001,2.12484683303434,-1.70323887521644,-0.421607957817879
73.0000000000001,2.07419209107412,-1.79219231555445,-0.281999775519678
74.0000000000001,2.01535146053867,-1.87407279159772,-0.141278668940949
75.0000000000001,1.948557158515,-1.948557158515,7.02919642297259E-15
76.0000000000001,1.87407279159773,-2.01535146053869,0.141278668940959
77.0000000000001,1.79219231555443,-2.07419209107413,0.281999775519692
78.0000000000001,1.70323887521645,-2.12484683303434,0.421607957817894
79.0000000000001,1.6075635291738,-2.16711577529471,0.559552246120927
80.0000000000001,1.50554386430742,-2.20083210165108,0.695288237343649
81.0000000000001,1.39758250562619,-2.22586274916675,0.828280243540537
82.0000000000001,1.28410552728996,-2.24210893331138,0.958003406021427
83.0000000000001,1.16556077108953,-2.24950653781842,1.08394576672886
84.0000000000001,1.04241607901968,-2.24802636772242,1.20561028870276
85.0000000000001,0.915157446920548,-2.23767426457861,1.3225168176581
86.0000000000001,0.784287106474082,-2.21849108340864,1.43420397693455
87.0000000000001,0.650321543125052,-2.19055253146461,1.54023098833956
88.0000000000001,0.513789457748969,-2.15396886944715,1.64017941169818
89.0000000000001,0.375229680111225,-2.10888447635674,1.73365479624553
90.0000000000001,0.235189042352213,-2.05547727969585,1.82028823734362
91.0000000000001,0.0942202208906904,-1.99395805327023,1.89973783237955
92.0000000000001,-0.0471204447375615,-1.92456958536112,1.9716900300987
93.0000000000001,-0.188275147497718,-1.84758572055083,2.03586086804854
94.0000000000001,-0.328686814265438,-1.76331027898315,2.09199709324856
95.0000000000001,-0.467801304339969,-1.67207585732412,2.13987716166412
96.0000000000001,-0.60506959638436,-1.57424251615507,2.17931211253943
97.0000000000001,-0.739949955161819,-1.47019635897773,2.21014631413955
98.0000000000001,-0.871910069517239,-1.36034800844034,2.23225807795761
99.0000000000001,-1.0004291531661,-1.24513098579751,2.24556013896361
100,-1.12500000000001,-1.125,2.25
