"Time [ns]","SolidLoss [mW]"
0,3.00472770088174E-13
75000000,24.7668769244044
150000000,29.9092478252827
225000000,30.3134133519232
300000000,30.2423824461331
375000000,29.0802892128711
450000000,9.05589133490812
525000000,0.00199843727106638
600000000,1.85245899884963E-06
675000000,2.23059790285863E-09
750000000,2.86665614086677E-12
825000000,3.75944255668498E-15
900000000,4.96355993287155E-18
975000000,6.56841584605196E-21
1000000000,6.68079532269842E-23
