"Time [ns]","SolidLoss [mW]"
0,1.04735503261655E-12
75000000,162.103339406621
150000000,189.80515627704
225000000,180.640325106616
300000000,24.3627060681756
375000000,0.0237266640452472
450000000,8.07200088476254E-05
525000000,3.21514271341461E-07
600000000,1.32769713462314E-09
675000000,5.54047166862616E-12
750000000,2.31951722629722E-14
825000000,9.72061371801134E-17
900000000,4.0750284866747E-19
975000000,1.70854358056634E-21
1000000000,4.46870603521899E-23
