"Time [ns]","SolidLoss [mW]"
0,3.00472770088174E-13
75000000,42.9822783037926
150000000,49.8830230754375
225000000,49.7299145531662
300000000,32.948163726992
375000000,0.00710420537812318
450000000,6.48202633189746E-06
525000000,8.02821304502309E-09
600000000,1.04589710331521E-11
675000000,1.37873713069059E-14
750000000,1.82374896078729E-17
825000000,2.41512742511048E-20
900000000,3.19977337060608E-23
975000000,4.38763511443553E-26
1000000000,2.10887972411306E-25
