"Time [ns]","SolidLoss [mW]"
0,3.00472770088174E-13
75000000,24.9820732651044
150000000,30.1543997067538
225000000,30.5616151310058
300000000,30.48616600147
375000000,29.2550050875321
450000000,8.22561863600429
525000000,0.0018241803663533
600000000,1.69145459514313E-06
675000000,2.03418667118018E-09
750000000,2.61285062485042E-12
825000000,3.42593614781591E-15
900000000,4.52294038853329E-18
975000000,5.98529105094728E-21
1000000000,6.08649280917974E-23
