"Time [ns]","SolidLoss [mW]"
0,1.80143733226546E-12
100000000,41.4366636185029
200000000,54.5629669807343
300000000,57.376266565455
400000000,58.393997797311
500000000,58.8049161918285
600000000,58.9641896947856
700000000,58.7023731777855
800000000,57.8644005461449
900000000,56.2869386724349
1000000000,49.3792242802336
