"Time [ns]","SolidLoss [mW]"
0,2.27798080586052E-12
100000000,17.3036729158773
200000000,22.8307361174848
300000000,25.0781461364384
400000000,26.105460564582
500000000,26.8091492536475
600000000,26.9559513019765
700000000,27.1931387197341
800000000,27.2286437669438
900000000,27.2289811104261
1000000000,27.2295519323775
