"Time [ns]","SolidLoss [mW]"
0,6.53524686271052E-13
100000000,23.5331602819051
200000000,30.2032983007264
300000000,31.2744561428573
400000000,31.5076414220987
500000000,31.5874094319003
600000000,31.5364853765722
700000000,31.1881191047116
800000000,29.9733267117263
900000000,18.3177867109592
1000000000,0.03001583212854
