"Time [ns]","SolidLoss [mW]"
0,3.00472770088174E-13
75000000,33.7842851432134
150000000,39.9282441656092
225000000,40.2018660450741
300000000,39.0773798324067
375000000,12.3889639817074
450000000,0.00270780646736296
525000000,2.51899300651222E-06
600000000,3.05408349733802E-09
675000000,3.93610350544219E-12
750000000,5.16724854726195E-15
825000000,6.82478007971389E-18
900000000,9.03263573265643E-21
975000000,1.1968564567512E-23
1000000000,2.8151494303062E-25
