"Time [ns]","SolidLoss [mW]"
0,3.00472770088174E-13
75000000,42.8698839979867
150000000,49.7206908066906
225000000,49.6337678247245
300000000,33.3203451371457
375000000,0.00718128059447887
450000000,6.54800187553244E-06
525000000,8.11171815141507E-09
600000000,1.05693087024599E-11
675000000,1.39336590291713E-14
750000000,1.84314048492935E-17
825000000,2.4408471479663E-20
900000000,3.23389900547598E-23
975000000,4.39020881765179E-26
1000000000,2.08963070234056E-25
