"Time [ns]","SolidLoss [mW]"
0,3.00472770088174E-13
75000000,40.603440061223
150000000,47.3317375784309
225000000,47.3860798530279
300000000,40.1007563394263
375000000,0.00867594983335104
450000000,7.83191955744706E-06
525000000,9.7340625732485E-09
600000000,1.2713231284723E-11
675000000,1.67767387993404E-14
750000000,2.22006035201916E-17
825000000,2.94030245468368E-20
900000000,3.89643103917588E-23
975000000,5.31245207915351E-26
1000000000,2.09590609948258E-25
