"Time [ns]","SolidLoss [mW]"
0,3.00472770088174E-13
75000000,18.3552526874759
150000000,22.5500319844542
225000000,23.0422656803205
300000000,23.0970633630498
375000000,22.9333647875341
450000000,22.0791397810863
525000000,9.1701921350125
600000000,0.00200947296798073
675000000,1.85492292260826E-06
750000000,2.23051072074797E-09
825000000,2.8651934850247E-12
900000000,3.75690473480688E-15
975000000,4.95992015715787E-18
1000000000,5.12879562276419E-20
